ach,com,dpa_descan,dpa_despar,dpa_despro,eac,fen,frm,nam,objectid,plz,rgm,sol,tipo_mineral,tmm,ttm
2,LA FLORIDA,IBARRA,IBARRA,IMBABURA,INSCRITA,1398315600000,,491147,3227,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,GUTIERREZ CASTILLO JUAN FRANCISCO
4,SIGSIGUNGA 3,QUITO,SAN JOSE DE MINAS,PICHINCHA,INSCRITA,1410152400000,,491149,3228,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,RENDON ARIAS AIDA XIMENA
6,PIEDRA AZUL,SAN MIGUEL DE URCUQUI,SAN BLAS,IMBABURA,INSCRITA,1399438800000,,491150,3229,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,BURGOS CULCHAD FREDDY RAMON 
4,PATRON 1,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1399957200000,,491151,3230,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,GUZMAN CARVAJAL JOSE RODOLFO 
6,ULPIANO,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1399957200000,,491152,3231,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,CARVAJAL MARTINEZ LUIS ULPIANO 
3,PATRON 2,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1403154000000,,491153,3232,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ENRIQUEZ CEVALLOS OLGA LUCIA PATRICIA
6,ALTO RUMIPAMBA,IBARRA,LA ESPERANZA,IMBABURA,INSCRITA,1403154000000,,491168,3240,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,GOMEZ CASTRO DIEGO MAURICIO
6,BAJO RUMIPAMBA,IBARRA,LA ESPERANZA,IMBABURA,INSCRITA,1403154000000,,491169,3241,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,GOMEZ JORGE ANIBAL
6,SAN JOSE,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1404795600000,,491178,3242,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ALAVA INTRIAGO JOSE DAVID
6,HACIENDA VISTA 2,SAN MIGUEL DE URCUQUI,SAN MIGUEL DE URCUQUI,IMBABURA,INSCRITA,1413954000000,,491186,3244,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,MANOSALVAS ENRIQUEZ JEANET PATRICIA
6,VISTA HERMOSA 1,SAN MIGUEL DE URCUQUI,SAN MIGUEL DE URCUQUI,IMBABURA,INSCRITA,1404104400000,,491187,3245,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,PASQUEL GUERRERO HUGO RAFAEL
2,IRENE,QUITO,PINTAG,PICHINCHA,INSCRITA,1409547600000,,491191,3247,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,MARCILLO SUQUILLO IRENE ALEXANDRA 
4,CANTERA SIGSICUNGA 2,QUITO,SAN JOSE DE MINAS,PICHINCHA,INSCRITA,1416373200000,,491192,3248,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,LOPEZ RENDON ESTEBAN DANILO
2,ESPIGAL,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,PICHINCHA,INSCRITA,1510549200000,EXPLORACION-EXPLOTACION,491196,3251,120,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,PARRA ECHEVERRIA MILKA CATALINA
5,CAMPO FLORES SILVIA YOLANDA,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1407387600000,,491201,3255,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,CAMPO FLORES  SILVIA YOLANDA 
6,EDUARDO RAUL OSORIO HERRERA,RUMIÑAHUI,SANGOLQUI,PICHINCHA,INSCRITA,1418706000000,,491202,3256,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,OSORIO HERRERA  EDUARDO RAUL 
5,ARELLANO CASTRO YAJAIRA VERONICA,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1415682000000,,491203,3257,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ARELLANO CASTRO YAJAIRA VERONICA
6,JOSE LUIS ESCOBAR,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1406610000000,,491204,3258,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ESCOBAR JOSE LUIS
6,MINA PIEDRA DE VAPOR UNO,PUERTO QUITO,PUERTO QUITO,PICHINCHA,INSCRITA,1415768400000,,491206,3259,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,QUIROZ VALENCIA LUIS JAVIER
6,SAN JOSE DE TAGUA NO. 1,ELOY ALFARO,TIMBIRE,ESMERALDAS,INSCRITA,1404795600000,,491218,3262,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,CAICEDO ARROYO ELIECER SAMUEL
6,MINA VALENCIA LUIS FERNANDO,ELOY ALFARO,TIMBIRE,ESMERALDAS,INSCRITA,1404795600000,,491219,3263,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,MINA VALENCIA LUIS FERNANDO
6,SAN JOSE DE TAGUAS NRO. 2,ELOY ALFARO,TIMBIRE,ESMERALDAS,INSCRITA,1404795600000,,491220,3264,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,PERDOMO ESTRADA KELLY ESMERALDA
4,VISTA HERMOSA 3,SAN MIGUEL DE URCUQUI,SAN MIGUEL DE URCUQUI,IMBABURA,INSCRITA,1415077200000,,491225,3265,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,PASQUEL MANOSALVAS BRYAN MARCELO
6,MONAR LARA JOSE MIGUEL,SAN LORENZO,TULULBI (CAB. EN RICAUTE),ESMERALDAS,INSCRITA,1410411600000,,491236,3270,120,,MINERIA ARTESANAL,METALICO,ORO,MONAR LARA JOSE MIGUEL 
10,JUAN PABLO,OTAVALO,SAN JOSE DE QUICHINCHE,IMBABURA,INSCRITA,1445230800000,EXPLORACION-EXPLOTACION,491241,3273,107,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,PUZOLANA,FLORES BUITRON JUAN PABLO
5,BERNARDITA,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1413349200000,,491249,3274,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,CEDEÑO MENDOZA JESUS BERNARDITA 
30,CASHAPAMBA,QUITO,PINTAG,PICHINCHA,INSCRITA,1749013200000,,491250,3275,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, MINISTERIO DE TRANSPORTE Y OBRAS PUBLICAS
2,JHGG,QUITO,POMASQUI,PICHINCHA,INSCRITA,1418360400000,,491259,3278,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,GUANUNA GUANUNA JOSE HUMBERTO
4,AGUAS VIVAS,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1418187600000,,491263,3279,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,RAMIREZ ANDRADE MERCY CRISTINA
6,CORRIENTE GRANDE,ELOY ALFARO,LA TOLA,ESMERALDAS,INSCRITA,1427173200000,,491270,3282,120,,MINERIA ARTESANAL,METALICO,ORO,VALDIVIEZO MENDOZA YOFRE ALCIVAR
6,CANTEMAIS,QUININDE,MALIMPIA,ESMERALDAS,INSCRITA,1411707600000,,491277,3287,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,ZAMORA CASTILLO  DAYSI CECIBEL
6,PETREOS REVILLA,QUININDE,MALIMPIA,ESMERALDAS,INSCRITA,1411707600000,,491278,3288,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,REVILLA ESCOBAR WALTER IVAN
4,EL RANCHO,ANTONIO ANTE,SAN ROQUE,IMBABURA,INSCRITA,1418187600000,EXPLORACION-EXPLOTACION,491280,3290,195,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ESTRADA MORENO CARLOS EMILIO
6,DRAGONES DEL RIO,BOLIVAR,BOLIVAR,CARCHI,INSCRITA,1418187600000,,491282,3292,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ARELLANO RAMIREZ PABLO RAFAEL
4,SAN MARTIN,OTAVALO,OTAVALO,IMBABURA,INSCRITA,1416373200000,,491284,3293,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ORTEGA GOMEZ FRANKLIN  ELIECER
4,PREMACON 2,ANTONIO ANTE,SAN ROQUE,IMBABURA,INSCRITA,1415682000000,EXPLORACION-EXPLOTACION,491285,3294,193,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,REYES AREVALO JANNINE CATHERINE
6,URCUQUI,SAN MIGUEL DE URCUQUI,SAN MIGUEL DE URCUQUI,IMBABURA,INSCRITA,1415682000000,,491307,3309,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,MESIAS BARRIGA GLORIA JOSEFINA
6,ANA LUISA,SAN LORENZO,CALDERON,ESMERALDAS,INSCRITA,1414645200000,,491316,3312,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ESPAÑA HERNANDEZ   JOSE LIBARDO
6,MARIUXI,QUININDE,MALIMPIA,ESMERALDAS,INSCRITA,1414645200000,,491318,3313,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,MURILLO ANDRADE MARIUXI CECIBEL
6,MARIUXI UNO,QUININDE,MALIMPIA,ESMERALDAS,INSCRITA,1414645200000,,491320,3315,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,RIPIO,MURILLO ANDRADE EDWIN AGUSTIN
6,GORGONA N° 1,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1415077200000,,491323,3316,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ESPINOZA OREJUELA EDILVERTO RAMON
6,DUANA N° 1,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1412830800000,,491324,3317,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,REINOSO VILLACIS ALONSO TOMAS
6,LA GORGONA N° 3,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1412830800000,,491326,3319,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,RIPIO,DONOSO CASTILLO ALBERTO ARNULFO
4,CANTERA SANTA CECILIA,SAN MIGUEL DE URCUQUI,SAN MIGUEL DE URCUQUI,IMBABURA,TRAMITE,,,491328,3320,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,,MORAN CUMBAL BERTULFO JOSE
4,MARCO ANDRES,OTAVALO,OTAVALO,IMBABURA,INSCRITA,1422248400000,,491342,3328,120,,MINERIA ARTESANAL,NO METALICO,ARCILLA,FLORES BUITRON MARCO ANDRES
6,RANCHO DON PEDRO,ESMERALDAS,CHINCA,ESMERALDAS,INSCRITA,1418878800000,,491343,3329,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,BAUTISTA CUERO   MARIA LUISA
3,NIÑO JESUS,OTAVALO,OTAVALO,IMBABURA,INSCRITA,1420606800000,,491345,3331,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,GUITARRA GUITARRA JOSE MANUEL
4,PATRICIO GR,OTAVALO,SAN JOSE DE QUICHINCHE,IMBABURA,INSCRITA,1425877200000,,491346,3332,120,,MINERIA ARTESANAL,NO METALICO,ARCILLA,GUALSAQUI RIVERA EDWIN PATRICIO
6,PIEDRA DE VAPOR N°1,QUININDE,LA UNION,ESMERALDAS,INSCRITA,1417496400000,,491353,3336,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,BALDEON GAIBOR JUAN HERIBERTO
6,EL 200 N°1,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1419051600000,,491354,3337,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,PINTO TUAREZ GALO FERNANDO
6,MINA LA UNION,QUININDE,LA UNION,ESMERALDAS,TRAMITE,,,491355,3338,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,,TINOCO VIRGINIA KATTY VIRGINIA
5,MINA DON GERVACIO,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1419051600000,,491357,3339,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,RIPIO,ZAMBRANO GARCIA JOSE GERVACIO
5,BRISAS DEL RIO JORDAN,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1419310800000,,491358,3340,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,GAVILANEZ SANCHEZ  RUBER ELOY
6,DON OSCAR,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1419051600000,,491360,3341,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,REINOSO ARAQUE LUIS OSCAR
6,MINA DOÑA AURA,QUININDE,LA UNION,ESMERALDAS,INSCRITA,1419310800000,,491364,3344,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ANDRADE MUÑOZ  AURA ALEXANDRA
6,MINA DON PONCE,QUININDE,LA UNION,ESMERALDAS,INSCRITA,1421384400000,,491365,3345,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,PONCE MINA EDGAR EFREN
6,MINA DON WILLIAM,QUININDE,LA UNION,ESMERALDAS,INSCRITA,1419051600000,,491366,3346,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,BALDEON GAIBOR  WILLIAM DOMICIANO
6,LA ESPERANZA,QUININDE,LA UNION,ESMERALDAS,INSCRITA,1419051600000,,491369,3349,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ESPINOZA OBREGON  GLORIA ESPERANZA
4,MINA DOÑA FATIMA,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1419051600000,,491370,3350,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,CEDEÑO MANZABA FATIMA ILDAURA
5,MINA DON LUIS,COTACACHI,GARCIA MORENO (LLURIMAGUA),IMBABURA,INSCRITA,1419051600000,,491371,3351,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,TUAREZ SUAREZ LUIS ANSBERTO
6,MINA MORLAN,COTACACHI,IMANTAG,IMBABURA,TRAMITE,,,491380,3357,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,,PACO SAMUEL MORALES HARO
6,"MINA ""LOS TORRES""",COTACACHI,GARCIA MORENO (LLURIMAGUA),IMBABURA,INSCRITA,1419310800000,,491383,3359,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,TORRES QUIÑONEZ UBLEN JOSE
6,MINA DON NELSON,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1421384400000,,491386,3360,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,DELGADO CORTEZ NELSON NAHUN
36,MTOP CANTERA MUTILE,ESMERALDAS,SAN MATEO,ESMERALDAS,INSCRITA,1490850000000,,491394,3365,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, MINISTERIO DE TRANSPORTE Y OBRAS PUBLICAS
6,DON JUAN,ESMERALDAS,CHINCA,ESMERALDAS,INSCRITA,1421643600000,,491433,3366,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,DELGADO RODRIGUEZ JUAN
5,DON NAHIN,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1421384400000,,491434,3367,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,PALMA AVELLAN DIEGO NAHIN
6,DON YUNIOR,QUININDE,QUININDE,ESMERALDAS,TRAMITE,,,491439,3371,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,,ESPINOZA APRAEZ  YUNIOR ALEXANDER
6,MI LUCHI,QUININDE,QUININDE,ESMERALDAS,TRAMITE,,,491441,3373,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,,VALENCIA DELGADO  LUIS ALFREDO
6,DOÑA NARCISA,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1421384400000,,491450,3376,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,VALENCIA SEGURA YANET NARCISA
6,DON GABRIEL,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1467349200000,,491451,3377,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,TORRES AVELLAN GABRIEL ANTONIO
6,DON FERNANDO,ESMERALDAS,SAN MATEO,ESMERALDAS,INSCRITA,1564376400000,,491452,3378,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,DELGADO RODRIGUEZ FERNANDO RAFAEL
6,CHACHO,ESMERALDAS,CHINCA,ESMERALDAS,INSCRITA,1490850000000,,491453,3379,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,SAAVEDRA VALVERDE  JORGE ISAAC
6,ROY,ESMERALDAS,CHINCA,ESMERALDAS,INSCRITA,1490677200000,,491455,3381,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,SAAVEDRA TELLO  DARGE GONZALO
6,ROURA 1,ESMERALDAS,TACHINA,ESMERALDAS,INSCRITA,1479272400000,,491456,3382,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,GARCIA RODRIGUEZ LILIA ROSA
4,ROURA 3,ESMERALDAS,TACHINA,ESMERALDAS,INSCRITA,1478840400000,,491457,3383,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,CASCAJO,ROURA ORTEGA PEDRO
6,DOÑA LILA,ESMERALDAS,CHINCA,ESMERALDAS,INSCRITA,1494306000000,,491459,3385,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,JIJON BATALLAS  LILA ALEXA
6,MINAS DON ALEX,QUININDE,LA UNION,ESMERALDAS,TRAMITE,,,491463,3386,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ORELLANA VITE   ALEX ISAIAS
3,MINA ARTESANAL SOCAPAMBA,IBARRA,SAGRARIO,IMBABURA,TRAMITE,,,491464,3387,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,,LARA CARRERA ERNESTO CRISTOBAL COLON
6,DOÑA INDIRA,ESMERALDAS,CHINCA,ESMERALDAS,INSCRITA,1494306000000,,491466,3389,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,DELGADO JIJON  NADIA INDIRA
6,DON JULIO,QUININDE,QUININDE,ESMERALDAS,TRAMITE,,,491472,3391,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,,JARAMILLO CABRERA  JULIO CESAR
1,LAS ANTONIAS,ATACAMES,TONCHIGUE,ESMERALDAS,INSCRITA,1427173200000,,491476,3394,120,,MINERIA ARTESANAL,METALICO,ORO,TENORIO VALENCIA  HUGO 
5,HERMANO JUAN,QUININDE,QUININDE,ESMERALDAS,TRAMITE,,,491478,3395,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,,VALAREZO VALENCIA JUAN CARLOS
5,HERMANOS URSO,ESMERALDAS,ESMERALDAS,ESMERALDAS,TRAMITE,,,491479,3396,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,,VALENCIA AYOVI  VICTOR URSO
5,DON LUIS,QUININDE,MALIMPIA,ESMERALDAS,TRAMITE,,,491480,3397,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,,VALENCIA SOLIS LUIS ALBERTO
6,DON CRONICO,COTACACHI,GARCIA MORENO (LLURIMAGUA),IMBABURA,TRAMITE,,,491482,3398,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,VALENCIA AYOVI  ANTONIO CRONICO
6,JUAN PABLO,ESMERALDAS,CHINCA,ESMERALDAS,TRAMITE,,EXPLORACION-EXPLOTACION,491484,3400,120,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,VELASQUEZ SOLORZANO  MARIO JACOB
253,PAPERCORP,PONCE ENRIQUEZ,PONCE ENRIQUEZ,AZUAY,INSCRITA,1272517200000,EXPLORACION-EXPLOTACION,495,3402,255,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA, EMPRESA MINERA PAPERCORP S.A.
414,SAN JUAN,GUALACEO,SAN JUAN,AZUAY,INSCRITA,1275022800000,EXPLORACION INICIAL,5,3403,257,REGIMEN GENERAL,CONCESION MINERA,NO METALICO,ARCILLA, COMPAÑIA MINERA ZAMORA ZAMICOM C.A.
205.9,ANA 1,ZAMORA,SAN CARLOS DE LAS MINAS,ZAMORA CHINCHIPE,INSCRITA,1001998800000,EXPLORACION-EXPLOTACION,500052,3404,360,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE,AGREDA JIMENEZ FLAVIO ENRIQUE
633,RIO ZARZA,YANTZAZA,LOS ENCUENTROS,ZAMORA CHINCHIPE,INSCRITA,1274850000000,EXPLOTACION,500055.1,3405,69,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, CONDOR GOLD S.A.
58.5,HITOBO,NANGARITZA,ZURMI,ZAMORA CHINCHIPE,INSCRITA,1274763600000,EXPLORACION-EXPLOTACION,500115,3408,360,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, CONDORMINING CORPORATION S.A.
1186,CURY FJGEX,NANGARITZA,ZURMI,ZAMORA CHINCHIPE,INSCRITA,1455080400000,EXPLORACION-EXPLOTACION,501435,3409,187,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO,OCAÑA MAYORGA JOSE REINALDO
103.2,REBECA,CHINCHIPE,CHITO,ZAMORA CHINCHIPE,INSCRITA,1750222800000,EXPLORACION-EXPLOTACION,500125,3410,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, SOCIEDAD MINERA LIGA DE ORO S A SOMILOR
84,KARINA 6,CHINCHIPE,CHITO,ZAMORA CHINCHIPE,INSCRITA,1750222800000,EXPLORACION-EXPLOTACION,500126,3411,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, SOCIEDAD MINERA LIGA DE ORO S A SOMILOR
960,FJTX,NANGARITZA,GUAYZIMI,ZAMORA CHINCHIPE,INSCRITA,1000875600000,EXPLORACION,500135,3412,360,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, CORPORACION FJTX EXPLORATION S.A.
60,RAUL,CHINCHIPE,CHITO,ZAMORA CHINCHIPE,INSCRITA,1000702800000,EXPLORACION INICIAL,500175,3413,255,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, SOCIEDAD MINERA LIGA DE ORO S A SOMILOR
2900,CHOROCOTO,CHINCHIPE,CHITO,ZAMORA CHINCHIPE,INSCRITA,1750222800000,EXPLORACION-EXPLOTACION,500181,3414,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, SOCIEDAD MINERA LIGA DE ORO S A SOMILOR
4677.65,CAYA 36,EL PANGUI,TUNDAYME,ZAMORA CHINCHIPE,INSCRITA,1480395600000,EXPLORACION-EXPLOTACION,500200,3415,360,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, MINERA MIDASMINE S.A.
1300,MINERALES DEL PINCHO,EL PANGUI,PACHICUTZA,ZAMORA CHINCHIPE,INSCRITA,1276059600000,EXPLORACION-EXPLOTACION,500220,3417,255,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, MINERA GOLDEN LAND TIERRADORADA S.A.
367,VALLE DEL INCA 1,YANTZAZA,LOS ENCUENTROS,ZAMORA CHINCHIPE,INSCRITA,1008046800000,EXPLORACION-EXPLOTACION,500228.1,3418,240,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, CONDOR GOLD S.A.
199,FADGOY,NANGARITZA,ZURMI,ZAMORA CHINCHIPE,INSCRITA,1274331600000,EXPLORACION-EXPLOTACION,500245,3419,360,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, CORPORACION FJTX EXPLORATION S.A.
2195,VALLE DEL TIGRE II,EL PANGUI,PACHICUTZA,ZAMORA CHINCHIPE,INSCRITA,1274850000000,EXPLORACION-EXPLOTACION,500305,3420,360,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, BARRICK GOLD ECUADOR S.A.
821,KAROLINA I,EL PANGUI,EL PANGUI,ZAMORA CHINCHIPE,INSCRITA,1000270800000,EXPLORACION-EXPLOTACION,500329,3422,360,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO,ROMAN GARCIA FAUSTO HERIBERTO
338,KAROLINA II,EL PANGUI,EL PANGUI,ZAMORA CHINCHIPE,INSCRITA,1461128400000,EXPLORACION-EXPLOTACION,500329.1,3423,222,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO,ROMAN GARCIA FAUSTO HERIBERTO
16,KAROLINA III,EL PANGUI,EL PANGUI,ZAMORA CHINCHIPE,INSCRITA,1364274000000,EXPLORACION-EXPLOTACION,500329.2,3424,222,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ROMAN GARCIA FAUSTO HERIBERTO
105,MELIZA,NANGARITZA,ZURMI,ZAMORA CHINCHIPE,INSCRITA,1274850000000,EXPLOTACION,500337.1,3425,360,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,SILICE,GAIBOR SOLORZANO JAIME CRISTOBAL
3416,PALMA,CHINCHIPE,CHITO,ZAMORA CHINCHIPE,INSCRITA,1750222800000,EXPLORACION-EXPLOTACION,500407,3426,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, SOCIEDAD MINERA LIGA DE ORO S A SOMILOR
330,AGUARONGO,YACUAMBI,TUTUPALI,ZAMORA CHINCHIPE,INSCRITA,1275282000000,EXPLORACION-EXPLOTACION,500565,3427,360,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,CAOLIN, FUENLABRADA CIA. LTDA.
