ach,com,dpa_descan,dpa_despar,dpa_despro,eac,fen,frm,nam,objectid,plz,rgm,sol,tipo_mineral,tmm,ttm
4,PANCHITO,SUCUA,HUAMBI,MORONA SANTIAGO,INSCRITA,1461819600000,,1406520002,119886,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,LOJANO GUERREO MAXIMO LEONIDAS
6,TESORITO 2,SUCUA,HUAMBI,MORONA SANTIAGO,INSCRITA,1461819600000,,1406520009,119887,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,QUIROGA CHOCHO LUIS ALFREDO
14,PISCOBAMBA DOS MTOP,LOJA,YANGANA (ARSENIO CASTILLO),LOJA,INSCRITA,1459746000000,,60000231,120684,36,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, MINISTERIO DE TRANSPORTE Y OBRAS PUBLICAS
36,EL HORIZONTE,CHILLANES,CHILLANES,BOLIVAR,INSCRITA,1496034000000,EXPLORACION-EXPLOTACION,70000143,121483,300,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA,ZURITA SANCHEZ JERONIMO JAVIER
97,LAURO,OTAVALO,SELVA ALEGRE (CAB. EN SAN MIGUEL DE PAMPLONA),IMBABURA,INSCRITA,1470718800000,EXPLORACION-EXPLOTACION,40000147,121892,120,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,CALIZA,ALVAREZ TORRES LAURO RODRIGO
297,FREDY,LIMON INDANZA,SAN ANTONIO (CAB. EN SAN ANTONIO CENTRO),MORONA SANTIAGO,INSCRITA,1461214800000,EXPLORACION-EXPLOTACION,900030,122287,300,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,SILICE,DUTAN PEREZ FREDY RENE
19,HIERBA BUENA,MEJIA,EL CHAUPI,PICHINCHA,INSCRITA,1464757200000,EXPLORACION-EXPLOTACION,100000145,122687,180,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA,CASA TOAQUIZA MARCIA YOLANDA
6,NUESTRA SEÑORA DEL ROSARIO,PEDRO MONCAYO,TOCACHI,PICHINCHA,INSCRITA,1461819600000,,170453001,122688,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,FLORES LEON MERCY LORENA
6,YANA RUMI,CAÑAR,CAÑAR,CAÑAR,INSCRITA,1505970000000,,10000224,122689,120,,MINERIA ARTESANAL,METALICO,ORO,MERCHAN PONCE JORGE RENE
6,YANA RUMI,CAÑAR,CAÑAR,CAÑAR,INSCRITA,1505970000000,,10000225,122690,120,,MINERIA ARTESANAL,METALICO,ORO,MERCHAN PONCE IVAN REMIGIO
3738,ANGELINA 1,ATAHUALPA,PACCHA,EL ORO,INSCRITA,1505106000000,EXPLORACION INICIAL,30000407,122699,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, ECUADORIANGOLD S.A.S.
3338,ANGELINA 2,ATAHUALPA,PACCHA,EL ORO,INSCRITA,1488776400000,EXPLORACION INICIAL,30000190,122703,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, ECUADORIANGOLD S.A.S.
4880,RIO AMARILLO 1,IBARRA,CAROLINA,IMBABURA,INSCRITA,1491282000000,EXPLORACION INICIAL,40000148,122707,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, CARNEGIE RIDGE RESOURCES S.A
4244,RIO AMARILLO II,IBARRA,CAROLINA,IMBABURA,INSCRITA,1491282000000,EXPLORACION INICIAL,40000149,122715,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, CARNEGIE RIDGE RESOURCES S.A
684,VICTORIA 1,CARLOS JULIO AROSEMENA TOLA,CARLOS JULIO AROSEMENA TOLA,NAPO,INSCRITA,1479790800000,EXPLORACION-EXPLOTACION,100000153,123093,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, BLACKPEARL MINING ECUADOR S.A.
1574,VICTORIA 2,CARLOS JULIO AROSEMENA TOLA,CARLOS JULIO AROSEMENA TOLA,NAPO,INSCRITA,1479790800000,EXPLORACION INICIAL,100000160,123096,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO, BLACKPEARL MINING ECUADOR S.A.
2194,CATHY,CARLOS JULIO AROSEMENA TOLA,CARLOS JULIO AROSEMENA TOLA,NAPO,INSCRITA,1479790800000,EXPLORACION-EXPLOTACION,100000161,123097,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, EXPOR PROGOLD S.A.
6,LA FORTUNA,CALVAS,UTUANA,LOJA,INSCRITA,1504501200000,,60000282,123098,120,,MINERIA ARTESANAL,METALICO,ORO,PULLAGUARI GUALAN CESAR AMABLE
3891,IMBA01,SAN MIGUEL DE URCUQUI,LA MERCED DE BUENOS AIRES,IMBABURA,INSCRITA,1515733200000,EXPLORACION INICIAL,40000153,123099,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, HANRINE ECUADORIAN EXPLORATION AND MINING S.A
4810,IMBA02,SAN MIGUEL DE URCUQUI,LA MERCED DE BUENOS AIRES,IMBABURA,INSCRITA,1515992400000,EXPLORACION INICIAL,40000154,123100,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, HANRINE ECUADORIAN EXPLORATION AND MINING S.A
6,YILDA,CALVAS,UTUANA,LOJA,INSCRITA,1504501200000,,60000283,123101,120,,MINERIA ARTESANAL,METALICO,ORO,GUAMAN GUAMAN LUIS ANTONIO
6,TESORITO 3,SUCUA,HUAMBI,MORONA SANTIAGO,INSCRITA,1461819600000,,1406520013,123114,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,JIMENEZ SOLIS MIRIAM CRISTINA
3,NANVALLE,SOZORANGA,NUEVA FATIMA,LOJA,INSCRITA,1473138000000,,60000281,123497,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARENA, GOBIERNO AUTONOMO DESENTRALIZADO DEL CANTON SOZORANGA
3,CHAPINTSA GADPPZ 2,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),PASTAZA,INSCRITA,1461819600000,,20000170,124697,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE PASTAZA
4950,CALIGULA,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000216,126700,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,CARACALLA,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000217,126701,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
2524,CARINUS,SANTIAGO,PATUCA,MORONA SANTIAGO,INSCRITA,1486443600000,EXPLORACION INICIAL,90000218,126702,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,CONSTANTIUS,LOGROÑO,YAUPI,MORONA SANTIAGO,TRAMITE,,,90000222,126706,,GRAN MINERIA,CONCESION MINERA,METALICO,, ECUASOLIDUS S.A.
4950,ANTHEMIUS,TIWINTZA,SANTIAGO,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000223,126707,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4869,ANNIA,TIWINTZA,SANTIAGO,MORONA SANTIAGO,INSCRITA,1486443600000,EXPLORACION INICIAL,90000224,126708,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,AUGUSTUS,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1487048400000,EXPLORACION INICIAL,90000225,126709,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,AURELIAN,TIWINTZA,SANTIAGO,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000226,126710,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,CLAUDIUS GOTHICUS,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1486357200000,EXPLORACION INICIAL,90000228,126712,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,COMMODUS,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1487048400000,EXPLORACION INICIAL,90000229,126713,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,CONSTANS,SANTIAGO,PATUCA,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000230,126714,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,DIDIUS JULIANUS,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1486357200000,EXPLORACION INICIAL,90000231,126715,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
1640,DIOCLETIAN,SANTIAGO,PATUCA,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000232,126716,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,FLORIAN,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1487048400000,EXPLORACION INICIAL,90000234,126718,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,GALBA,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1487048400000,EXPLORACION INICIAL,90000235,126719,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,GALERUS,SANTIAGO,SAN FRANCISCO DE CHINIMBIMI,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000236,126720,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,GETA,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000237,126721,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,GORDIAN,LOGROÑO,SHIMPIS,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000238,126722,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,GRATIAN,SANTIAGO,SAN FRANCISCO DE CHINIMBIMI,MORONA SANTIAGO,TRAMITE,,,90000239,126723,,GRAN MINERIA,CONCESION MINERA,METALICO,, ECUASOLIDUS S.A.
4950,HELENA,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000241,126725,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,ELAGABALUS,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1487048400000,EXPLORACION INICIAL,90000242,126726,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,JOVIAN,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1487221200000,EXPLORACION INICIAL,90000244,126728,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,JULIA,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1487221200000,EXPLORACION INICIAL,90000246,126730,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,HONORIUS,LOGROÑO,SHIMPIS,MORONA SANTIAGO,INSCRITA,1487048400000,EXPLORACION INICIAL,90000247,126731,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,HERENIUS ETRUSCUS,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000248,126732,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,LIBIUS SEVERUS,MORONA,SEVILLA DON BOSCO,MORONA SANTIAGO,INSCRITA,1487221200000,EXPLORACION INICIAL,90000250,126734,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,LICINIUS,MORONA,SEVILLA DON BOSCO,MORONA SANTIAGO,INSCRITA,1487221200000,EXPLORACION INICIAL,90000251,126735,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,MACRINUS,MORONA,SEVILLA DON BOSCO,MORONA SANTIAGO,INSCRITA,1487221200000,EXPLORACION INICIAL,90000255,126739,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,MAGNUS MAXIMUS,MORONA,SEVILLA DON BOSCO,MORONA SANTIAGO,INSCRITA,1486443600000,EXPLORACION INICIAL,90000256,126740,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4939,MARCUS AURELIUS,MORONA,SEVILLA DON BOSCO,MORONA SANTIAGO,INSCRITA,1487048400000,EXPLORACION INICIAL,90000259,126743,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,MAXENTIUS,MORONA,SEVILLA DON BOSCO,MORONA SANTIAGO,INSCRITA,1486616400000,EXPLORACION INICIAL,90000260,126744,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,NERO,MORONA,SEVILLA DON BOSCO,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000263,126747,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,NERVA,MORONA,SEVILLA DON BOSCO,MORONA SANTIAGO,INSCRITA,1487048400000,EXPLORACION INICIAL,90000264,126748,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,NUMERIAN,SUCUA,SUCUA,MORONA SANTIAGO,TRAMITE,,,90000265,126749,,GRAN MINERIA,CONCESION MINERA,METALICO,, ECUASOLIDUS S.A.
4950,OTHO,MORONA,SEVILLA DON BOSCO,MORONA SANTIAGO,INSCRITA,1487048400000,EXPLORACION INICIAL,90000267,126751,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,PAULINA,MORONA,SEVILLA DON BOSCO,MORONA SANTIAGO,INSCRITA,1487048400000,EXPLORACION INICIAL,90000268,126752,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,PERTINAX,SUCUA,SUCUA,MORONA SANTIAGO,TRAMITE,,,90000269,126753,,GRAN MINERIA,CONCESION MINERA,METALICO,, ECUASOLIDUS S.A.
4950,PLAUTILLA,MORONA,SEVILLA DON BOSCO,MORONA SANTIAGO,INSCRITA,1487048400000,EXPLORACION INICIAL,90000270,126754,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,QUINTILLUS,MORONA,SEVILLA DON BOSCO,MORONA SANTIAGO,INSCRITA,1487048400000,EXPLORACION INICIAL,90000272,126756,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,GLYCERIUS,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000286,126770,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,DIADUMENIAN,LOGROÑO,YAUPI,MORONA SANTIAGO,INSCRITA,1487048400000,EXPLORACION INICIAL,90000288,126772,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
67,RESPLANDOR,ORELLANA,SAN JOSE DE GUAYUSA,ORELLANA,INSCRITA,1460610000000,EXPLORACION-EXPLOTACION,220160025,127099,60,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,QUEZADA CABRERA ELSY MARIEN
4,SAN VICENTE,EL GUABO,RIO BONITO,EL ORO,INSCRITA,1503464400000,,30000200,127501,120,,MINERIA ARTESANAL,METALICO,ORO PLATA COBRE,BERREZUETA DURAN VICENTE ELADIO
4,EL PUERTO,YACUAMBI,28 DE MAYO,ZAMORA CHINCHIPE,INSCRITA,1645419600000,,50000487,127503,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARENA, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON YACUAMBI
6,LUIS CORNEJO,TENA,AHUANO,NAPO,INSCRITA,1449810000000,,1090209,127506,120,,MINERIA ARTESANAL,METALICO,ORO,CORNEJO LUIS ANIBAL
4950,PHILIP,MORONA,SEVILLA DON BOSCO,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000292,127517,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
4950,PUPIENUS,MORONA,SEVILLA DON BOSCO,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000295,127905,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
165,VIRGEN DEL ROCIO,LA TRONCAL,LA TRONCAL,CAÑAR,INSCRITA,1464670800000,EXPLORACION-EXPLOTACION,10000231,128304,300,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA,IDROVO CABRERA GUSTAVO RAFAEL
4,TABLON CHICO,CUENCA,MOLLETURO,AZUAY,TRAMITE,,,10000233,128309,120,,MINERIA ARTESANAL,METALICO,ORO,SISALIMA SALDAA LIBER NICANDRO
4900,PALMA REAL 1,QUININDE,MALIMPIA,ESMERALDAS,INSCRITA,1488862800000,EXPLORACION INICIAL,40000168,128311,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, PROYECTMIN S.A.
4930,PALMA REAL 2,QUININDE,MALIMPIA,ESMERALDAS,INSCRITA,1482123600000,EXPLORACION INICIAL,40000169,128312,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO, PROYECTMIN S.A.
4995,PALMA REAL 3,QUININDE,MALIMPIA,ESMERALDAS,INSCRITA,1482123600000,EXPLORACION INICIAL,40000170,128313,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO, PROYECTMIN S.A.
4950,PALMA REAL 4,QUININDE,MALIMPIA,ESMERALDAS,INSCRITA,1482123600000,EXPLORACION INICIAL,40000171,128314,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO, PROYECTMIN S.A.
4999,CASCAS 2,NANGARITZA,ZURMI,ZAMORA CHINCHIPE,INSCRITA,1487307600000,EXPLORACION INICIAL,50000502,129106,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO, PROYECTMIN S.A.
86.85,AREA  ACUMULADA JUNIOR,LOJA,MALACATOS (VALLADOLID),LOJA,INSCRITA,1501477200000,EXPLOTACION,1101023,129906,60,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA, PETMINSUR CIA. LTDA.
3032,PEGASUS 1,PANGUA,MORASPUNGO,COTOPAXI,INSCRITA,1482987600000,EXPLORACION AVANZADA,20000176,130710,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, CENTRAL ECUADOR EC CT SA
990,PEGASUS 3,PANGUA,MORASPUNGO,COTOPAXI,INSCRITA,1483074000000,EXPLORACION AVANZADA,20000177,130711,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, CENTRAL ECUADOR EC CT SA
2004,QUIMI,GUALAQUIZA,BOMBOIZA,MORONA SANTIAGO,INSCRITA,1496984400000,EXPLORACION INICIAL,90000303,130712,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO, CERRO YATSUR SA
4778,PEGASUS 4,PANGUA,MORASPUNGO,COTOPAXI,INSCRITA,1483074000000,EXPLORACION AVANZADA,20000178,130713,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, CENTRAL ECUADOR EC CT SA
1885,PEGASUS 5,PANGUA,EL CORAZON,COTOPAXI,INSCRITA,1483074000000,EXPLORACION AVANZADA,20000179,130714,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, CENTRAL ECUADOR EC CT SA
324,PEGASUS 6,PANGUA,EL CORAZON,COTOPAXI,INSCRITA,1483074000000,EXPLORACION AVANZADA,20000180,130715,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, CENTRAL ECUADOR EC CT SA
1650,PEGASUS 7,PANGUA,MORASPUNGO,COTOPAXI,INSCRITA,1483074000000,EXPLORACION AVANZADA,20000181,130716,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, CENTRAL ECUADOR EC CT SA
4998,PEGASUS 8,GUARANDA,FACUNDO VELA,BOLIVAR,INSCRITA,1482469200000,EXPLORACION INICIAL,70000169,130717,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO, EMPRESA NACIONAL MINERA ENAMI EP
4998,PEGASUS 9,GUARANDA,FACUNDO VELA,BOLIVAR,INSCRITA,1482469200000,EXPLORACION INICIAL,70000170,130718,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO, EMPRESA NACIONAL MINERA ENAMI EP
4998,PEGASUS 12,GUARANDA,SIMIATUG,BOLIVAR,INSCRITA,1482469200000,EXPLORACION INICIAL,70000171,130719,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO, EMPRESA NACIONAL MINERA ENAMI EP
4999,PEGASUS 14,GUARANDA,SALINAS,BOLIVAR,INSCRITA,1482469200000,EXPLORACION INICIAL,70000173,130722,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO, EMPRESA NACIONAL MINERA ENAMI EP
3254,HOSTILIAN,SANTIAGO,PATUCA,MORONA SANTIAGO,INSCRITA,1487134800000,EXPLORACION INICIAL,90000308,130749,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, ECUASOLIDUS S.A.
3.34,VINCES,CHINCHIPE,CHITO,ZAMORA CHINCHIPE,INSCRITA,1505278800000,,50000509,130750,120,,MINERIA ARTESANAL,METALICO,ORO,VINCES AGUILAR SHAKIRA LIZBETH
4962,PEGASUS 13,GUARANDA,SIMIATUG,BOLIVAR,INSCRITA,1482469200000,EXPLORACION INICIAL,70000177,131150,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO, EMPRESA NACIONAL MINERA ENAMI EP
4981,PEGASUS 10,GUARANDA,SIMIATUG,BOLIVAR,INSCRITA,1482469200000,EXPLORACION INICIAL,70000179,131549,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO, EMPRESA NACIONAL MINERA ENAMI EP
4072,MAIKI 01,LIMON INDANZA,SAN MIGUEL DE CONCHAY,MORONA SANTIAGO,INSCRITA,1488949200000,EXPLORACION INICIAL,90000310,131955,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, LOWELL MINERAL EXPLORATION ECUADOR S.A.
4304,MAIKI 02,LIMON INDANZA,SAN MIGUEL DE CONCHAY,MORONA SANTIAGO,INSCRITA,1488949200000,EXPLORACION INICIAL,90000311,132350,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, LOWELL MINERAL EXPLORATION ECUADOR S.A.
300,CHIRIGUA,PEDRO CARBO,SABANILLA,GUAYAS,INSCRITA,1564030800000,EXPLORACION-EXPLOTACION,70000180,132351,300,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,CUARZO,OSTAIZA ARTEAGA PABLO LEOVALDO
261,DIAMANTE 2,GUALAQUIZA,CHIGUINDA,MORONA SANTIAGO,TRAMITE,,,90000312,132353,300,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,SILICE, MINERA TIERRA DE ORO OROTIE S.A.
4,MINA CASTILLO,URDANETA,RICAURTE,LOS RIOS,INSCRITA,1473051600000,,70000181,132355,12,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GAD MUNICIPAL DEL CANTON URDANETA
36,KM CUARENTA Y NUEVE,CUYABENO,TARAPOA. CABECERA CANTONAL,SUCUMBIOS,INSCRITA,1460523600000,,40000113,133155,120,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON CUYABENO
15,SOTO TSIAYA,CUYABENO,TARAPOA. CABECERA CANTONAL,SUCUMBIOS,INSCRITA,1460523600000,,40000111,133156,120,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON CUYABENO
2500,MAIKI 03,LIMON INDANZA,SAN MIGUEL DE CONCHAY,MORONA SANTIAGO,INSCRITA,1490936400000,EXPLORACION INICIAL,90000313,134355,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, LOWELL MINERAL EXPLORATION ECUADOR S.A.
4300,MAIKI 04,LIMON INDANZA,SAN MIGUEL DE CONCHAY,MORONA SANTIAGO,INSCRITA,1488949200000,EXPLORACION INICIAL,90000314,134356,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, LOWELL MINERAL EXPLORATION ECUADOR S.A.
4925,CHICAL 1,TULCAN,EL CHICAL,CARCHI,INSCRITA,1503032400000,EXPLORACION INICIAL,40000179,134358,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, CARNEGIE RIDGE RESOURCES S.A
4746,CHICAL 2,TULCAN,EL CHICAL,CARCHI,INSCRITA,1503032400000,EXPLORACION INICIAL,40000180,134359,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, CARNEGIE RIDGE RESOURCES S.A
3,JACQUELINE,LOJA,LOJA,LOJA,INSCRITA,1501131600000,EXPLORACION-EXPLOTACION,1101039,135157,60,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,CASCAJO,TERREROS LARA OSCAR MARCELO
4965,IMBA03,IBARRA,CAROLINA,IMBABURA,INSCRITA,1515992400000,EXPLORACION INICIAL,40000182,135158,300,GRAN MINERIA,CONCESION MINERA,METALICO,ORO, HANRINE ECUADORIAN EXPLORATION AND MINING S.A
4999,CASCAS 1,NANGARITZA,ZURMI,ZAMORA CHINCHIPE,INSCRITA,1487307600000,EXPLORACION INICIAL,50000516,135159,300,MEDIANA MINERIA,CONCESION MINERA,METALICO,ORO, PROYECTMIN S.A.
5,SEBASTIAN,LOJA,SAN SEBASTIAN,LOJA,INSCRITA,1502946000000,,1101035,135959,60,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,RIPIO,MEDINA GONZALEZ JUAN JOSE
228,EL CHORRON,PUCARA,PUCARA,AZUAY,TRAMITE,,EXPLORACION-EXPLOTACION,10000238,137162,300,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,FELDESPATO,BARZALLO BARZALLO LEONOR JESUS
16,JUAN,SANTA ROSA,BELLAMARIA,EL ORO,INSCRITA,1473829200000,EXPLORACION-EXPLOTACION,30000212,137970,300,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA, COMPAÑIA MILROMER S.A.
15,BENTONROMI,SANTA ELENA,SANTA ELENA,SANTA ELENA,INSCRITA,1466744400000,EXPLOTACION,70000131,138378,300,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,BENTONITA, BENTONROMI CIA. LTDA.
